INSTNM,CITY,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT41_PROG,NPT42_PROG,NPT43_PROG,NPT44_PROG,NPT45_PROG,NPT41_OTHER,NPT42_OTHER,NPT43_OTHER,NPT44_OTHER,NPT45_OTHER,NPT4_048_PUB,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_OTHER,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NPT4_3075_PROG,NPT4_3075_OTHER,NPT4_75UP_PROG,NPT4_75UP_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,FEMALE,FIRST_GEN,FAMINC,MD_FAMINC
Colorado State University-Fort Collins,Fort Collins,0.9077,550.0,650.0,530.0,640.0,,,600.0,585.0,,23.0,29.0,21.0,30.0,21.0,27.0,,,26.0,26.0,24.0,,1199.0,1199.0,0.0603,0.0187,0.013,0.0012,0.0544,0.0,0.0387,0.0,0.0059,0.0961,0.0352,0.0033,0.0656,0.0,0.0153,0.01,0.0,0.1464,0.012,0.0,0.0206,0.055,0.0029,0.0,0.0155,0.0,0.048,0.0016,0.0173,0.0824,0.0,0.0,0.0,0.0,0.0291,0.0028,0.1368,0.0118,0.7071,0.0223,0.156,0.0289,0.0054,0.0012,0.0494,0.0225,0.0072,,,,18512.0,,,,10653.0,10727.0,14311.0,22243.0,27159.0,,,,,,,,,,,,,,,,10682.0,,,,12714.0,,25698.0,,,,,,28277.0,,12874.0,32734.0,,0.5496754868,0.2421371233,85721.234648,63463.5
Colorado Technical University-Colorado Springs,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0921,0.0,0.0,0.0015,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,0.6361,0.0,0.2742,0.1937,0.0027,0.0075,0.0118,0.0041,0.0304,0.0,0.4756,,,,,16411.0,,,,,,,,16103.0,16997.0,18482.0,19666.0,20598.0,,,,,,,,,,,,16168.0,,,,17624.0,,20065.0,,,,,22634.0,,12696.0,12696.0,,0.6500040674,0.5458768873,22399.712926,14687.5
Community College of Aurora,Aurora,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.001,0.049,0.0,0.056,0.0,0.0,0.016,0.0,0.044,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.023,0.0,0.0,0.044,0.011,0.0,0.0,0.054,0.121,0.103,0.0,0.2806,0.2272,0.327,0.0559,0.0059,0.0043,0.0537,0.0296,0.0157,,,,7107.0,,,,5183.0,5699.0,8194.0,14126.0,13363.0,,,,,,,,,,,,,,,,5383.0,,,,6697.0,,13821.0,,,,,,15175.0,,4030.0,15832.0,,0.6149312377,0.5111925112,33039.023248,25239
Technical College of the Rockies,Delta,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3858,0.0,0.0,0.0591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0827,0.0,0.0,0.0,0.0787,0.0,0.0,0.0,0.3937,0.0,0.0,0.578,0.0058,0.3526,0.0058,0.0462,0.0116,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,0.6632653061,0.5517241379,37587.69898,25991.5
Community College of Denver,Denver,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,0.0,0.0105,0.0,0.0,0.0,0.0129,0.0,0.0621,0.0,0.0089,0.0,0.0226,0.0274,0.0,0.4052,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,0.0,0.0,0.0008,0.0,0.0081,0.0,0.0,0.0,0.0,0.0638,0.0,0.021,0.2357,0.0686,0.0,0.3373,0.1213,0.3782,0.054,0.0068,0.003,0.04,0.0472,0.0122,,,,9650.0,,,,8160.0,9215.0,9864.0,14055.0,17180.0,,,,,,,,,,,,,,,,8545.0,,,,9486.0,,15759.0,,,,,,17536.0,,4586.0,16235.0,,0.5895942145,0.4940652819,30164.915629,20562
Lincoln College of Technology-Denver,Denver,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4365,0.4469,0.0,0.0,0.0,0.0,0.0,0.4216,0.058,0.3957,0.0156,0.0225,0.0043,0.0407,0.0009,0.0407,,,,,33018.0,,,,,,,,31610.0,31517.0,34284.0,35575.0,35707.0,,,,,,,,,,,,31585.0,,,,33125.0,,35644.0,,,,,,37426.0,,,34665.0,0.0790747193,0.5173788464,36560.766357,24468
Denver Seminary,Littleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Denver,Denver,0.7768,620.0,710.0,600.0,690.0,530.0,630.0,655.0,640.0,580.0,28.0,32.0,27.0,34.0,25.0,30.0,8.0,9.0,29.0,30.0,27.0,9.0,1348.0,1348.0,0.0,0.0172,0.0,0.0015,0.0755,0.0,0.0441,0.0,0.0,0.0381,0.0,0.006,0.0,0.0045,0.0135,0.0,0.0,0.0965,0.0112,0.0,0.0075,0.0,0.0037,0.0,0.0172,0.0,0.0778,0.0,0.0022,0.1541,0.0,0.0,0.0,0.0,0.0651,0.0022,0.3538,0.0082,0.6853,0.0251,0.133,0.0403,0.0043,0.0007,0.062,0.0326,0.0169,,,,,34737.0,,,,,,,,21832.0,21182.0,26213.0,31356.0,44714.0,,,,,,,,,,,,21561.0,,,,23987.0,,42007.0,,,,,72540.0,,56439.0,56439.0,,0.6021798365,0.1903064861,113088.05722,80202
Emily Griffith Technical College,Denver,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.3662,0.0,0.0,0.0476,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0164,0.0837,0.0739,0.0,0.023,0.3054,0.0049,0.0,0.5936,0.0589,0.2247,0.0203,0.0316,0.0056,0.0062,0.0036,0.0553,,,,5249.0,,,,5184.0,5755.0,,,,,,,,,,,,,,,,,,,5249.0,,,,5755.0,,,,,,,,,12650.0,,,11486.0,0.5687919463,0.6039119804,17657.360738,15058.5
Fort Lewis College,Durango,0.9098,530.0,640.0,530.0,620.0,,,555.0,530.0,,18.0,25.0,16.0,25.0,16.0,25.0,,,20.0,19.0,20.0,,1147.0,1147.0,0.0085,0.0661,0.0,0.0085,0.0322,0.0,0.0119,0.0,0.0356,0.061,0.0,0.0,0.0,0.0,0.0356,0.0,0.0,0.0559,0.0102,0.0,0.0017,0.1153,0.0068,0.0,0.0373,0.0,0.0797,0.0,0.0,0.1492,0.0,0.0,0.0,0.0,0.0458,0.0644,0.1627,0.0119,0.3958,0.0106,0.1404,0.0058,0.3235,0.0019,0.1153,0.0042,0.0026,,,,14766.0,,,,10551.0,11793.0,13569.0,18137.0,20639.0,,,,,,,,,,,,,,,,10995.0,,,,12715.0,,20058.0,,,,,,24017.0,,9212.0,19724.0,,0.5287990196,0.3085036256,57790.458333,41306.5
Front Range Community College,Westminster,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.0233,0.0,0.0,0.0,0.0375,0.0527,0.0,0.0391,0.0,0.0331,0.0,0.0,0.0127,0.0,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0081,0.0331,0.0583,0.0812,0.0,0.0056,0.1845,0.1715,0.0,0.6064,0.021,0.2583,0.0393,0.0065,0.0013,0.0375,0.0156,0.0141,,,,10331.0,,,,7781.0,8282.0,10890.0,14723.0,16708.0,,,,,,,,,,,,,,,,7947.0,,,,9678.0,,15706.0,,,,,,16836.0,,4126.0,15776.0,,0.5958727429,0.4115857874,42377.74782,28877
Iliff School of Theology,Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Salon and Spa Academy,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4505,0.1725,0.2907,0.0319,0.0224,0.016,0.0128,0.0,0.0032,,,,,19840.0,,,,,,,,16685.0,20259.0,21086.0,23634.0,23634.0,,,,,,,,,,,,17876.0,,,,20590.0,,23634.0,,,,,,23634.0,,,18265.0,0.855036855,0.4194528875,26986.206388,18908
Lamar Community College,Lamar,,,,,,,,,,,,,,,,,,,,,,,,,0.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0791,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.3488,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1628,0.0,0.0,0.0,0.0,0.2279,0.014,0.0,0.4137,0.0787,0.3959,0.0,0.0279,0.0051,0.0305,0.0431,0.0051,,,,9789.0,,,,8086.0,8115.0,11338.0,14603.0,16900.0,,,,,,,,,,,,,,,,8095.0,,,,9537.0,,15751.0,,,,,,17855.0,,4216.0,6720.0,,0.5218340611,0.472361809,39163.172489,29504
Colorado Mesa University,Grand Junction,0.8176,470.0,600.0,460.0,580.0,,,545.0,529.0,,18.0,25.0,17.0,25.0,17.0,25.0,,,23.0,22.0,21.0,,1062.0,1062.0,0.0059,0.0145,0.0,0.0,0.0156,0.0139,0.0311,0.0172,0.0021,0.0,0.0322,0.0016,0.0306,0.0,0.0075,0.0558,0.0,0.0327,0.0075,0.0,0.0032,0.0703,0.0,0.0,0.0198,0.0,0.0327,0.0687,0.0097,0.0129,0.0386,0.0359,0.059,0.0016,0.0241,0.1964,0.1491,0.0097,0.6577,0.0188,0.2136,0.0153,0.0051,0.0043,0.0442,0.0132,0.0278,,,,15483.0,,,,11845.0,12776.0,15088.0,19080.0,20237.0,,,,,,,,,,,,,,,,12194.0,,,,13866.0,,19823.0,,,,,,22346.0,,9297.0,23019.0,,0.5292137533,0.3937549616,61002.007213,44794
Metropolitan State University of Denver,Denver,0.9791,460.0,570.0,450.0,560.0,,,520.0,505.0,,16.0,23.0,15.0,24.0,16.0,24.0,,,21.0,21.0,20.0,,1025.0,1025.0,0.0,0.0121,0.0,0.0041,0.0194,0.0016,0.0337,0.0,0.0388,0.0089,0.0341,0.0178,0.0,0.0,0.0401,0.0,0.0,0.0614,0.0099,0.0,0.0487,0.0369,0.0029,0.0,0.0124,0.0,0.0895,0.056,0.0455,0.0392,0.0,0.0,0.0,0.0299,0.0436,0.0758,0.2159,0.0216,0.4438,0.073,0.3548,0.0462,0.0079,0.0021,0.0536,0.0066,0.012,,,,15602.0,,,,12938.0,13283.0,15763.0,19684.0,21745.0,,,,,,,,,,,,,,,,13071.0,,,,14569.0,,20685.0,,,,,,22428.0,,10260.0,28092.0,,0.5682625199,0.4046665746,46313.48145,32101
Morgan Community College,Fort  Morgan,,,,,,,,,,,,,,,,,,,,,,,,,0.0766,0.0,0.0,0.0,0.0,0.0363,0.004,0.0,0.0081,0.0,0.0,0.0,0.004,0.0,0.0,0.3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363,0.0282,0.0,0.0,0.4234,0.0806,0.0,0.4,0.1291,0.4331,0.0079,0.0047,0.0,0.0094,0.0079,0.0079,,,,11093.0,,,,9103.0,10464.0,12117.0,14930.0,15332.0,,,,,,,,,,,,,,,,9630.0,,,,11172.0,,15109.0,,,,,,17432.0,,3930.0,15579.0,,0.6871035941,0.4961439589,32884.454545,27017
Naropa University,Boulder,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0923,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.3385,0.0154,0.0308,0.0,0.0,0.0,0.2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615,0.1385,0.0,0.0,0.6716,0.0089,0.1065,0.0296,0.0089,0.003,0.074,0.0296,0.068,,,,,26838.0,,,,,,,,20221.0,20242.0,,46737.0,43362.0,,,,,,,,,,,,20223.0,,,,20242.0,,44037.0,,,,,51737.0,,34600.0,34600.0,,0.6612244898,0.1948051948,45013.628571,21389
Nazarene Bible College,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7848,0.057,0.0981,0.0127,0.0095,0.0,0.038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002.0,10002.0,,0.4595959596,0.5147928994,38467.106061,30766.5
